 	
DATE	 NO OF FISH 
Aug 06	  8 
Aug 09	  19 
Aug 10	  64 
Aug 11	  30 
Aug 12	  47 
Aug 13	  -   
Aug 16	  14 
Aug 17	  40 
Aug 18	  31 
Aug 19	  -   
Aug 20	  -   
Aug 23	  23 
Aug 24	  87 
Aug 25	  52 
Aug 26	  2 
Aug 27	  -   
Aug 30	  19 
Aug 31	  28 
Sep 01	  46 
Sep 02	  43 
Sep 03	  -   
Sep 06	  33 
Sep 07	  46 
Sep 08	  41 
Sep 09	  17 
Sep 10	  -   
Sep 13	  -   
Sep 14	  -   
Sep 15	  -   
Sep 16	  -   
Sep 17	  -   
Sep 20	  -   
Sep 21	  -   
Sep 22	  -   
Sep 23	  -   
Sep 24	  -   
Sep 27	  -   
Sep 28	  -   
Sep 29	  -   
Sep 30	  -   
Oct 01	  -   
Oct 04	  -   
Oct 05	  32 
Oct 06	  66 
Oct 07	  54 
Oct 08	  -   
Oct 11	  37 
Oct 12	  78 
Oct 13	  77 
Oct 14	  48 
Oct 15	  -   
Oct 18	  -   
Oct 19	  80 
Oct 20	  90 
Oct 21	  52 
Oct 22	  -   
Oct 25	  22 
Oct 26	  40 
Oct 27	  36 
Oct 28	  59 
Oct 29	  18 
Nov 01	  8 
Nov 02	  31 
Nov 03	  25 
Nov 04	  51 
Nov 05	  2 
Nov 08	  17 
Nov 09	  19 
Nov 10	  48 
Nov 11	  35 
Nov 12	  -   
Nov 15	  -   
Nov 16	  16 
Nov 17	  37 
Nov 18	  38 
Nov 19	  5 
Nov 22	  58 
Nov 23	  57 
Nov 24	  54 
Nov 25	  68 
Nov 26	  9 
Nov 29	  33 
Nov 30	  27 
Dec 01	  41 
Dec 02	  63 
Dec 03	  -   
Dec 06	  66 
Dec 07	  99 
Dec 08	  53 
Dec 09	  15 
Dec 10	  3 
Dec 13	  15 
Dec 14	  69 
Dec 15	  4 
Dec 16	  64 
Dec 17	
Dec 20	  30 
Dec 21	  52 
Dec 22	  12 
Dec 23	  11 
Dec 24	  -   
Dec 27	  28 
Dec 28	  85 
Dec 29	  91 
Dec 30	  30 
Dec 31	  -   
	
	
SubTotal	  9,096 
GRAND TOTAL	  9,096 
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
